feature,correlacion,correlacion_abs
Q_net_m3h__ema_win_6h,0.7714525065669138,0.7714525065669138
Q_net_m3h__diff_168h,0.5807063554609624,0.5807063554609624
Q_net_m3h__ema_win_12h,0.5772255349165312,0.5772255349165312
Q_net_m3h__ema_win_24h,0.3987357079066827,0.3987357079066827
Q_net_m3h__lag_168h,0.32579812529155583,0.32579812529155583
