feature,correlacion,correlacion_abs
mix_Tgt22_HRlt40_x_turismo,-0.048901064490486756,0.048901064490486756
mix_API72_x_laboral,-0.022115141894585848,0.022115141894585848
mix_CDH24_x_finsemana,0.012322495278067431,0.012322495278067431
mix_VPD24_x_temporada_alta,0.006285212930401823,0.006285212930401823
