timestamp_utc,Volumen_Total_m3,fecha_hora_local,anio,mes,dia,hora,dia_semana,es_fin_de_semana,hora_seno,hora_coseno,dia_semana_seno,dia_semana_coseno,feriado,nombre_feriado,feriado_movible,feriado_irrenunciable,fecha_feriado_oficial,fecha_feriado_observado,anio_nuevo,fiestas_patrias,elecciones,festival_vina,vacaciones_escolares,inicio_clases,temporada_turistica_alta,elecciones_primarias_comunal,hour,day_of_week,day_of_month,month,quarter,year,week_of_year,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_weekend,is_morning,is_afternoon,is_evening,is_night,Volumen_Total_m3_lag_1h,Volumen_Total_m3_lag_2h,Volumen_Total_m3_lag_3h,Volumen_Total_m3_lag_24h,Volumen_Total_m3_lag_48h,Volumen_Total_m3_lag_168h,Volumen_Total_m3_rolling_mean_6h,Volumen_Total_m3_rolling_std_6h,Volumen_Total_m3_rolling_max_6h,Volumen_Total_m3_rolling_min_6h,Volumen_Total_m3_rolling_mean_24h,Volumen_Total_m3_rolling_std_24h,Volumen_Total_m3_rolling_max_24h,Volumen_Total_m3_rolling_min_24h,Volumen_Total_m3_rolling_mean_168h,Volumen_Total_m3_rolling_std_168h,Volumen_Total_m3_rolling_max_168h,Volumen_Total_m3_rolling_min_168h,Volumen_Total_m3_diff_1h,Volumen_Total_m3_diff_24h,Volumen_Total_m3_diff_168h,Volumen_Total_m3_pct_change_1h,Volumen_Total_m3_pct_change_24h,feriado_weekend,vacaciones_weekend,any_special_event,timestamp,Qin,delta_volumen_m3_hr,Demanda_m3_hr,temp,HR,mmhr,fecha,abs_demanda
2025-02-11 01:00:00+00:00,877.1451063,2025-02-10 22:00:00-03:00,2025,2,11,1,Tuesday,0,0.2588190451025208,0.9659258262890684,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,1,0,1,1,11,2,1,2025,7,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,1,97059.2078894899,90800.1654947248,752.54772595,109438.4196984806,112936.34794805158,93441.56902450298,60383.47379958412,46406.94499765339,97059.2078894899,752.54772595,102845.0028092494,35594.5006604869,136648.93938753862,752.54772595,110903.8481425198,18604.54989235572,143942.4743002634,752.54772595,-96182.0627831899,-108561.2745921806,-92564.423918203,-0.9909627831776796,-0.991985034974768,0,0,0,2025-02-11 01:00:00+00:00,13377.6,-96182.0627831899,109559.66278318992,17.4,82.0,0.0,2025-02-11,109559.66278318992
2024-10-09 04:00:00+00:00,125074.1666838152,2024-10-09 01:00:00-03:00,2024,10,9,4,Wednesday,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,0,,0,0,,,0,0,0,0,0,0,0,0,4,2,9,10,4,2024,41,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,3725.2835315,3699.233649100001,3662.9359477,129121.05549935828,126709.5961102302,122302.38458319592,23875.29454007753,49577.1935729117,125074.1666838152,3484.5947225,94040.1060867142,48862.754885204165,136846.5804617299,3484.5947225,112098.01795211696,23314.02745100231,147229.0726661556,3484.5947225,121348.8831523152,-4046.888815543076,2771.7821006192826,32.57440195523952,-0.0313418195033511,0,0,0,2024-10-09 04:00:00+00:00,11890.8,121348.8831523152,-109458.0831523152,12.5,72.3,0.0,2024-10-09,109458.0831523152
2024-07-22 21:00:00+00:00,2740.067605175,2024-07-22 17:00:00-04:00,2024,7,22,21,Monday,0,-0.8660254037844385,0.5,0.0,1.0,0,,0,0,,,0,0,0,0,0,0,0,0,21,0,22,7,3,2024,30,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,98331.55406752568,97980.3569799236,98991.82992025113,85563.5818925864,108594.4900406829,109663.4728767235,83244.97615604388,39459.72937519734,101533.33595385747,2740.067605175,106402.63586501112,25915.65050972161,131324.7359571788,2740.067605175,113039.05666992832,24696.97651813248,149054.48965860228,2740.067605175,-95591.48646235067,-82823.5142874114,-106923.4052715485,-0.9721344015035768,-0.9679762400712164,0,0,0,2024-07-22 21:00:00+00:00,11898.0,-95591.48646235067,107489.48646235067,16.7,57.0,0.0,2024-07-22,107489.48646235067
2024-10-08 23:00:00+00:00,3484.5947225,2024-10-08 20:00:00-03:00,2024,10,8,23,Tuesday,0,-0.2588190451025215,0.9659258262890682,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,0,0,23,1,8,10,4,2024,41,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,98402.5122413834,99792.5173352132,100751.9794696567,100933.9151043618,109023.8808079821,96379.0546755822,85225.17139117433,40125.62616823575,105444.7825618449,3484.5947225,111979.01035748298,26449.498062521223,136846.5804617299,3484.5947225,114609.32694447236,16013.918078237712,147229.0726661556,3484.5947225,-94917.9175188834,-97449.3203818618,-92894.4599530822,-0.9645883560985494,-0.9654764732062848,0,0,0,2024-10-08 23:00:00+00:00,10900.8,-94917.9175188834,105818.7175188834,14.0,67.0,0.0,2024-10-08,105818.7175188834
2025-07-03 08:00:00+00:00,43114.715754531,2025-07-03 04:00:00-04:00,2025,7,3,8,Thursday,0,0.9659258262890684,-0.2588190451025207,0.4338837391175582,-0.900968867902419,0,,0,0,,,0,0,0,0,1,0,0,0,8,3,3,7,3,2025,27,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,136923.4378540609,134098.8892130987,131290.4584476768,125307.480921025,137874.3404347377,136066.09972011202,115181.80329162984,35834.742944878075,136923.4378540609,43114.715754531,109147.11778655752,19195.041588136733,136923.4378540609,43114.715754531,115406.476397729,16700.803369672667,145643.6027632714,32985.871723753,-93808.7220995299,-82192.765166494,-92951.38396558102,-0.6851180745221678,-0.6559286370004993,0,0,0,2025-07-03 08:00:00+00:00,11761.2,-93808.7220995299,105569.9220995299,14.2,42.4,0.0,2025-07-03,105569.9220995299
2025-09-07 01:00:00+00:00,115819.1128766877,2025-09-06 21:00:00-04:00,2025,9,7,1,Sunday,1,0.2588190451025208,0.9659258262890684,-0.78183148246803,0.6234898018587333,0,,0,0,,,0,0,0,0,0,0,0,0,1,6,7,9,3,2025,36,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210292e-16,1,0,0,0,1,204.827931,112760.1644196697,110517.13366855838,115981.6781084877,115505.3238061492,107975.3319892545,92804.51080355028,45443.841884231806,115819.1128766877,204.827931,116816.91868390508,27803.80804153703,143742.9741762651,204.827931,116198.71696157052,15816.796772276466,143742.9741762651,204.827931,115614.28494568769,-162.5652318000066,7843.780887433197,564.445895543844,-0.0014016457982953,0,0,0,2025-09-07 01:00:00+00:00,10972.8,115614.28494568769,-104641.48494568768,8.8,81.9,0.0,2025-09-07,104641.48494568768
2025-02-10 22:00:00+00:00,752.54772595,2025-02-10 19:00:00-03:00,2025,2,10,22,Monday,0,-0.5000000000000003,0.8660254037844383,0.0,1.0,0,,0,0,,,0,0,0,0,0,0,1,0,22,0,10,2,1,2025,7,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,1,91230.590588966,81581.185992074,91832.8864350509,98501.8200283221,101768.1740859237,81880.609728185,76329.95398000201,37413.41419122666,96393.592610771,752.54772595,108012.56433738388,27962.7232760877,136648.93938753862,752.54772595,111351.92062122196,16721.77811982277,143942.4743002634,752.54772595,-90478.042863016,-97749.27230237208,-81128.06200223499,-0.9917511470539464,-0.9923600627304792,0,0,0,2025-02-10 22:00:00+00:00,13464.0,-90478.042863016,103942.042863016,21.2,67.0,0.0,2025-02-10,103942.042863016
2025-04-16 10:00:00+00:00,40060.09445449701,2025-04-16 06:00:00-04:00,2025,4,16,10,Wednesday,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,0,,0,0,,,0,0,0,0,0,0,0,0,10,2,16,4,2,2025,16,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,133044.4675874857,139148.6597638392,141268.8120366437,135687.7972728834,125002.7376970766,130413.1413901961,122898.06870229889,40721.97766990539,142133.6820611142,40060.09445449701,120372.22171143076,20446.80325365116,142133.6820611142,40060.09445449701,110838.16838979784,26666.55106687632,143406.66720718227,2913.7660325,-92984.3731329887,-95627.7028183864,-90353.0469356991,-0.6988969539214038,-0.7047627328349089,0,0,0,2025-04-16 10:00:00+00:00,10119.6,-92984.3731329887,103103.9731329887,10.0,96.5,0.0,2025-04-16,103103.9731329887
2025-02-11 04:00:00+00:00,115805.3921671057,2025-02-11 01:00:00-03:00,2025,2,11,4,Tuesday,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,1,0,4,1,11,2,1,2025,7,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,1,980.0533794,106420.07049339912,877.1451063,125180.79112063482,126332.0308772964,115168.142356286,68657.00575506991,53141.89195249876,115805.3921671057,877.1451063,97035.31784040206,40576.27199862747,136648.93938753862,752.54772595,110309.54931453646,20434.573096515192,143942.4743002634,752.54772595,114825.33878770572,-9375.398953529118,637.2498108197033,117.16233135995418,-0.0748948690098482,0,0,0,2025-02-11 04:00:00+00:00,12945.6,114825.33878770572,-101879.7387877057,15.7,92.0,0.0,2025-02-11,101879.7387877057
2024-04-26 00:00:00+00:00,114599.9061561416,2024-04-25 20:00:00-04:00,2024,4,26,0,Friday,0,-0.2588190451025215,0.9659258262890682,0.4338837391175582,-0.900968867902419,0,,0,0,,,0,0,0,0,0,0,0,0,0,4,26,4,2,2024,17,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,3253.89142759,105271.8346520486,107055.8295402951,106116.0540369138,103354.7161440024,108438.41562402858,91221.95298618176,43209.5158182679,114599.9061561416,3253.89142759,116064.83446339144,26251.66240219997,138690.6824327069,3253.89142759,117440.88586507816,18584.987672346942,145656.5135400743,3253.89142759,111346.0147285516,8483.852119227799,6161.490532113021,34.21933927617868,0.0799488088416535,0,0,0,2024-04-26 00:00:00+00:00,10818.0,111346.0147285516,-100528.0147285516,14.0,74.8,0.0,2024-04-26,100528.0147285516
2025-02-25 15:00:00+00:00,25196.859204922297,2025-02-25 12:00:00-03:00,2025,2,25,15,Tuesday,0,-0.7071067811865471,-0.707106781186548,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,1,0,0,1,0,15,1,25,2,1,2025,9,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,1,0,0,111759.6162015389,115686.3105093911,120730.17826713833,103958.65594783548,108391.6089881738,115310.86814214422,104680.19456133124,39461.52360306694,129740.70272203653,25196.859204922297,108578.43962831644,23433.358925751785,134928.80644777618,25196.859204922297,110390.89791728684,16873.640054179832,142109.97754187038,25196.859204922297,-86562.7569966166,-78761.79674291318,-90114.00893722192,-0.7745441505500147,-0.7576261545977891,0,0,1,2025-02-25 15:00:00+00:00,12700.8,-86562.7569966166,99263.5569966166,15.3,95.8,,2025-02-25,99263.5569966166
2024-03-20 21:00:00+00:00,25252.31866316,2024-03-20 18:00:00-03:00,2024,3,20,21,Wednesday,0,-0.7071067811865477,0.7071067811865474,0.9749279121818238,-0.2225209339563143,0,,0,0,,,0,0,0,0,0,0,1,0,21,2,20,3,1,2024,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0,0,0,1,0,111900.222734128,112275.3376360111,117775.631859632,100246.0050128696,90222.6097997862,97766.3994421287,100839.57810385518,37172.36580295349,119907.1551346649,25252.31866316,120469.19647116736,23306.952553456194,141151.09302703958,25252.31866316,113804.49338717146,15694.54574893266,142272.57995034478,25252.31866316,-86647.904070968,-74993.6863497096,-72514.08077896871,-0.7743318284257678,-0.7480965085848748,0,0,0,2024-03-20 21:00:00+00:00,11811.6,-86647.904070968,98459.504070968,18.2,69.0,0.0,2024-03-20,98459.504070968
2024-01-30 09:00:00+00:00,60435.15589235791,2024-01-30 06:00:00-03:00,2024,1,30,9,Tuesday,0,0.7071067811865477,-0.7071067811865475,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,1,0,9,1,30,1,1,2024,5,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,1,0,0,0,144438.8833976559,142318.4347615737,139745.60945570708,142390.1014363835,147051.3302657383,140125.36089316892,124788.07500244996,32076.28243090529,144438.8833976559,60435.15589235791,115022.80788046496,18734.50872800968,144438.8833976559,60435.15589235791,118690.69911464346,16535.462480269918,147051.3302657383,60435.15589235791,-84003.72750529801,-81954.9455440256,-79690.20500081102,-0.581586658171724,-0.5755663119647478,0,0,0,2024-01-30 09:00:00+00:00,12708.0,-84003.72750529801,96711.727505298,13.1,99.3,0.0,2024-01-30,96711.727505298
2025-07-22 14:00:00+00:00,38061.966171492,2025-07-22 10:00:00-04:00,2025,7,22,14,Tuesday,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,0,0,14,1,22,7,3,2025,30,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,122957.05725681498,126657.7184310762,126321.5820326179,106368.08656538758,113982.8977934042,125710.2039758023,114360.08190874787,37772.73692335579,136661.87176331307,38061.966171492,113976.90818304614,22911.62001291947,140994.4362218737,38061.966171492,116484.15287106688,16047.511013521746,148927.2266397233,38061.966171492,-84895.09108532299,-68306.12039389557,-87648.23780431031,-0.6904450462571363,-0.6421674263352082,0,0,0,2025-07-22 14:00:00+00:00,11646.0,-84895.09108532299,96541.091085323,15.0,58.0,0.0,2025-07-22,96541.091085323
2025-04-14 13:00:00+00:00,109989.9864496041,2025-04-14 09:00:00-04:00,2025,4,14,13,Monday,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,,0,0,,,0,0,0,0,0,0,0,0,13,0,14,4,2,2025,16,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,2944.3915260000003,118180.4200446976,125002.7376970766,112835.70504518008,107206.6093427554,104335.7359827512,102914.05072902174,49622.96974783788,132256.61417875608,2944.3915260000003,106054.57236440432,26808.65172271134,134076.6558734486,2944.3915260000003,110852.54275621334,26081.21793962522,141569.33387030018,2913.7660325,107045.59492360408,-2845.718595575978,5654.2504668529,36.35576110661721,-0.0252200187381869,0,0,0,2025-04-14 13:00:00+00:00,12056.4,107045.59492360408,-94989.1949236041,11.6,88.0,0.0,2025-04-14,94989.1949236041
2024-09-19 04:00:00+00:00,42282.304350012,2024-09-19 01:00:00-03:00,2024,9,19,4,Thursday,0,0.8660254037844385,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,Glorias del Ejército (Fiestas Patrias),0,1,2024-09-19,2024-09-19,0,1,0,0,0,0,0,0,4,3,19,9,3,2024,38,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210292e-16,0,0,0,0,1,125927.2867182826,129452.2770769042,120829.14695290232,132010.39764643373,127457.08957719902,117196.113748491,111275.79456411143,33913.197534194136,129452.2770769042,42282.304350012,127008.30845309756,20121.1618436504,149657.565035131,42282.304350012,117677.03696399584,15447.6176635248,149657.565035131,42282.304350012,-83644.9823682706,-89728.09329642174,-74913.809398479,-0.6642323879763758,-0.6797047421729795,0,0,1,2024-09-19 04:00:00+00:00,9201.6,-83644.9823682706,92846.5823682706,9.5,99.0,1.5,2024-09-19,92846.5823682706
2025-02-11 02:00:00+00:00,106420.07049339912,2025-02-10 23:00:00-03:00,2025,2,11,2,Tuesday,0,0.4999999999999999,0.8660254037844386,0.7818314824680299,0.6234898018587335,0,,0,0,,,0,0,0,0,0,0,1,0,2,1,11,2,1,2025,7,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,1,877.1451063,97059.2078894899,90800.1654947248,115900.596982423,113388.272759403,100626.494849913,64523.28788313831,49669.345856677326,106420.07049339912,752.54772595,102449.98087220672,35495.782070911664,136648.93938753862,752.54772595,110938.33371182629,18590.75001546683,143942.4743002634,752.54772595,105542.92538709912,-9480.526489023876,5793.575643486125,120.32550216497644,-0.0817987718429237,0,0,0,2025-02-11 02:00:00+00:00,13474.8,105542.92538709912,-92068.12538709912,16.9,84.6,0.0,2025-02-11,92068.12538709912
