Estadística,Valor
N,15223.0
Media,11774.590448663206
Mediana,11793.6
Desv_Std,1001.1147588958023
Varianza,1002230.7604790004
CV_%,8.50233189222697
Min,1501.2
Q1,10998.0
Q3,12614.4
Max,14486.4
IQR,1616.3999999999996
Rango,12985.199999999999
Skewness,-1.3742484198308622
Kurtosis,11.378560831519698
Shapiro_stat,0.9410334917327229
Shapiro_p,9.748586954310454e-41
KS_stat,0.08622708810690771
KS_p,6.3590507236387705e-99
